frame.number,frame.time_epoch,tcp.srcport,tcp.dstport
"734","1512236689.199883000","58220","8081"
"735","1512236689.240224000","58220","8081"
"736","1512236689.388970000","58220","8081"
"737","1512236689.396386000","58220","8081"
"738","1512236689.396858000","8081","58220"
"739","1512236689.447370000","8081","58220"
"740","1512236689.447622000","8081","58220"
"741","1512236689.447821000","8081","58220"
"742","1512236689.647672000","58220","8081"
"743","1512236689.647759000","58220","8081"
"744","1512236689.647809000","58220","8081"
"745","1512236689.660521000","58220","8081"
"746","1512236689.660991000","8081","58220"
"747","1512236689.683541000","8081","58220"
"748","1512236689.683831000","8081","58220"
"749","1512236689.684035000","8081","58220"
"750","1512236689.871957000","58220","8081"
"751","1512236689.874490000","58220","8081"
"752","1512236689.874570000","58220","8081"
"753","1512236689.874663000","58220","8081"
"754","1512236689.875431000","58220","8081"
"755","1512236689.902429000","8081","58220"
"756","1512236689.902625000","8081","58220"
"757","1512236689.902873000","8081","58220"
"758","1512236689.903198000","8081","58220"
"759","1512236690.085357000","58220","8081"
"760","1512236690.086296000","58220","8081"
"761","1512236690.091817000","58220","8081"
"762","1512236690.131772000","8081","58220"
"763","1512236690.168447000","8081","58220"
"764","1512236690.172055000","8081","58220"
"765","1512236690.172543000","8081","58220"
"766","1512236690.365759000","58220","8081"
"767","1512236690.365810000","58220","8081"
"768","1512236690.365881000","58220","8081"
"769","1512236690.374444000","58220","8081"
"770","1512236690.374643000","58220","8081"
"771","1512236690.374768000","58220","8081"
"772","1512236690.375217000","8081","58220"
"773","1512236690.410868000","8081","58220"
"774","1512236690.411278000","8081","58220"
"775","1512236690.411318000","8081","58220"
"776","1512236690.618393000","58220","8081"
"777","1512236690.618445000","58220","8081"
"778","1512236690.619829000","58220","8081"
"779","1512236690.620466000","8081","58220"
"780","1512236690.667169000","8081","58220"
"781","1512236690.667613000","8081","58220"
"782","1512236690.667823000","8081","58220"
"783","1512236690.873048000","58220","8081"
"784","1512236690.873374000","58220","8081"
"785","1512236690.873497000","58220","8081"
"786","1512236690.873594000","58220","8081"
"787","1512236690.873832000","58220","8081"
"788","1512236690.873955000","58220","8081"
"789","1512236690.908516000","8081","58220"
"790","1512236690.908800000","8081","58220"
"791","1512236690.909014000","8081","58220"
"792","1512236691.156761000","58220","8081"
"793","1512236691.156847000","58220","8081"
"794","1512236691.158148000","58220","8081"
"795","1512236691.158230000","58220","8081"
"796","1512236691.158351000","58220","8081"
"797","1512236691.162050000","58220","8081"
"798","1512236691.203787000","8081","58220"
"799","1512236691.229862000","8081","58220"
"800","1512236691.230393000","8081","58220"
"801","1512236691.230836000","8081","58220"
"802","1512236691.461022000","58220","8081"
"803","1512236691.461094000","58220","8081"
"804","1512236691.461141000","58220","8081"
"805","1512236691.461272000","58220","8081"
"806","1512236691.461350000","58220","8081"
"807","1512236691.469832000","8081","58220"
"808","1512236691.542374000","8081","58220"
"809","1512236691.542688000","8081","58220"
"810","1512236691.729823000","58220","8081"
"811","1512236691.734895000","58220","8081"
"812","1512236691.735305000","58220","8081"
"813","1512236691.735601000","58220","8081"
"814","1512236691.735681000","58220","8081"
"815","1512236691.735759000","58220","8081"
"816","1512236691.736878000","8081","58220"
"817","1512236691.782026000","8081","58220"
"818","1512236691.784897000","8081","58220"
"819","1512236691.983346000","58220","8081"
"820","1512236691.987287000","58220","8081"
"821","1512236691.987418000","58220","8081"
"822","1512236691.987693000","58220","8081"
"823","1512236691.987787000","58220","8081"
"824","1512236691.994294000","58220","8081"
"825","1512236691.994978000","8081","58220"
"826","1512236692.026763000","8081","58220"
"827","1512236692.027015000","8081","58220"
"828","1512236692.027718000","8081","58220"
"829","1512236692.027790000","8081","58220"
"830","1512236692.218440000","58220","8081"
"831","1512236692.218599000","58220","8081"
"832","1512236692.219347000","58220","8081"
"833","1512236692.224081000","58220","8081"
"834","1512236692.264125000","8081","58220"
"835","1512236692.279800000","8081","58220"
"836","1512236692.282658000","8081","58220"
"837","1512236692.282912000","8081","58220"
"838","1512236692.471443000","58220","8081"
"839","1512236692.472462000","58220","8081"
"840","1512236692.472883000","58220","8081"
"841","1512236692.473031000","58220","8081"
"842","1512236692.473129000","58220","8081"
"843","1512236692.473811000","58220","8081"
"844","1512236692.477176000","8081","58220"
"845","1512236692.531248000","8081","58220"
"846","1512236692.531459000","8081","58220"
"847","1512236692.531868000","8081","58220"
"848","1512236692.732049000","58220","8081"
"849","1512236692.732363000","58220","8081"
"850","1512236692.732536000","58220","8081"
"851","1512236692.732612000","58220","8081"
"852","1512236692.732658000","58220","8081"
"853","1512236692.735062000","58220","8081"
"854","1512236692.735499000","8081","58220"
"855","1512236692.797440000","8081","58220"
"856","1512236692.797731000","8081","58220"
"857","1512236692.797919000","8081","58220"
"858","1512236692.987460000","58220","8081"
"859","1512236692.987745000","58220","8081"
"860","1512236692.991472000","58220","8081"
"861","1512236692.995200000","8081","58220"
"862","1512236693.044084000","8081","58220"
"863","1512236693.044383000","8081","58220"
"864","1512236693.044547000","8081","58220"
"865","1512236693.249422000","58220","8081"
"866","1512236693.249666000","58220","8081"
"867","1512236693.256223000","58220","8081"
"868","1512236693.256629000","8081","58220"
"869","1512236693.318393000","8081","58220"
"870","1512236693.318718000","8081","58220"
"871","1512236693.319001000","8081","58220"
"872","1512236693.521493000","58220","8081"
"873","1512236693.522393000","58220","8081"
"874","1512236693.523478000","58220","8081"
"875","1512236693.524497000","58220","8081"
"876","1512236693.524570000","58220","8081"
"877","1512236693.532194000","58220","8081"
"878","1512236693.532995000","8081","58220"
"879","1512236693.637921000","8081","58220"
"880","1512236693.638201000","8081","58220"
"881","1512236693.638418000","8081","58220"
"882","1512236693.638692000","8081","58220"
"883","1512236693.638908000","8081","58220"
"884","1512236693.639110000","8081","58220"
"885","1512236693.826136000","58220","8081"
"886","1512236693.826179000","58220","8081"
"887","1512236693.827285000","58220","8081"
"888","1512236693.827817000","58220","8081"
"889","1512236693.831959000","58220","8081"
"890","1512236693.832341000","8081","58220"
"891","1512236693.868751000","8081","58220"
"892","1512236693.868835000","8081","58220"
"893","1512236693.869365000","8081","58220"
"894","1512236694.074619000","58220","8081"
"895","1512236694.074860000","58220","8081"
"896","1512236694.074982000","58220","8081"
"897","1512236694.075105000","58220","8081"
"898","1512236694.075227000","58220","8081"
"899","1512236694.077488000","58220","8081"
"900","1512236694.120653000","8081","58220"
"901","1512236694.150803000","8081","58220"
"902","1512236694.156943000","8081","58220"
"903","1512236694.349455000","58220","8081"
"904","1512236694.352492000","58220","8081"
"905","1512236694.353395000","58220","8081"
"906","1512236694.353473000","58220","8081"
"907","1512236694.353596000","58220","8081"
"908","1512236694.361046000","58220","8081"
"909","1512236694.362335000","8081","58220"
"910","1512236694.390128000","8081","58220"
"911","1512236694.390195000","8081","58220"
"912","1512236694.390333000","8081","58220"
"913","1512236694.596796000","58220","8081"
"914","1512236694.598144000","58220","8081"
"915","1512236694.598311000","58220","8081"
"916","1512236694.598556000","58220","8081"
"917","1512236694.598795000","58220","8081"
"918","1512236694.609362000","58220","8081"
"919","1512236694.644883000","8081","58220"
"920","1512236694.645006000","8081","58220"
"921","1512236694.645143000","8081","58220"
"922","1512236694.645584000","8081","58220"
"923","1512236694.836427000","58220","8081"
"924","1512236694.836916000","58220","8081"
"925","1512236694.836963000","58220","8081"
"926","1512236694.837374000","58220","8081"
"927","1512236694.837498000","58220","8081"
"928","1512236694.839785000","58220","8081"
"929","1512236694.864715000","8081","58220"
"930","1512236694.864922000","8081","58220"
"931","1512236694.865481000","8081","58220"
"932","1512236695.058677000","58220","8081"
"933","1512236695.058811000","58220","8081"
"934","1512236695.063155000","58220","8081"
"935","1512236695.063429000","58220","8081"
"936","1512236695.063600000","58220","8081"
"937","1512236695.063765000","58220","8081"
"938","1512236695.104059000","8081","58220"
"939","1512236695.151412000","8081","58220"
"940","1512236695.154836000","8081","58220"
"941","1512236695.155202000","8081","58220"
"942","1512236695.351675000","58220","8081"
"943","1512236695.351758000","58220","8081"
"944","1512236695.353061000","58220","8081"
"945","1512236695.361326000","58220","8081"
"946","1512236695.361461000","58220","8081"
"947","1512236695.362309000","58220","8081"
"948","1512236695.362958000","8081","58220"
"949","1512236695.441052000","8081","58220"
"950","1512236695.441697000","8081","58220"
"951","1512236695.441994000","8081","58220"
"952","1512236695.660516000","58220","8081"
"953","1512236695.660571000","58220","8081"
"954","1512236695.666872000","58220","8081"
"955","1512236695.666924000","58220","8081"
"956","1512236695.667403000","58220","8081"
"957","1512236695.668070000","58220","8081"
"958","1512236695.668411000","8081","58220"
"959","1512236695.711437000","8081","58220"
"960","1512236695.716258000","8081","58220"
"961","1512236695.716597000","8081","58220"
"962","1512236695.716829000","8081","58220"
"963","1512236695.922539000","58220","8081"
"964","1512236695.925439000","58220","8081"
"965","1512236695.925567000","58220","8081"
"966","1512236695.926257000","58220","8081"
"967","1512236695.926546000","58220","8081"
"968","1512236695.934644000","58220","8081"
"969","1512236695.935258000","8081","58220"
"970","1512236695.998142000","8081","58220"
"971","1512236695.998230000","8081","58220"
"972","1512236695.998586000","8081","58220"
"973","1512236695.998875000","8081","58220"
"974","1512236696.252714000","58220","8081"
"975","1512236696.252881000","58220","8081"
"976","1512236696.252996000","58220","8081"
"977","1512236696.260996000","58220","8081"
"978","1512236696.261443000","8081","58220"
"979","1512236696.321696000","8081","58220"
"980","1512236696.321783000","8081","58220"
"981","1512236696.321896000","8081","58220"
"982","1512236696.523208000","58220","8081"
"983","1512236696.523274000","58220","8081"
"984","1512236696.523286000","58220","8081"
"985","1512236696.523324000","58220","8081"
"986","1512236696.524431000","58220","8081"
"987","1512236696.524964000","58220","8081"
"988","1512236696.525371000","8081","58220"
"989","1512236696.573834000","8081","58220"
"990","1512236696.574079000","8081","58220"
"991","1512236696.574308000","8081","58220"
"992","1512236696.768345000","58220","8081"
"993","1512236696.769080000","58220","8081"
"994","1512236696.769536000","58220","8081"
"995","1512236696.769652000","58220","8081"
"996","1512236696.771623000","58220","8081"
"997","1512236696.772030000","8081","58220"
"998","1512236696.804593000","8081","58220"
"999","1512236696.804832000","8081","58220"
"1000","1512236696.804967000","8081","58220"
"1001","1512236697.006830000","58220","8081"
"1002","1512236697.007640000","58220","8081"
"1003","1512236697.007848000","58220","8081"
"1004","1512236697.015582000","58220","8081"
"1005","1512236697.044437000","8081","58220"
"1006","1512236697.044480000","8081","58220"
"1007","1512236697.234286000","58220","8081"
"1008","1512236697.234791000","58220","8081"
"1009","1512236697.235400000","58220","8081"
"1010","1512236697.238581000","58220","8081"
"1011","1512236697.264473000","8081","58220"
"1012","1512236697.264596000","8081","58220"
"1013","1512236697.266276000","8081","58220"
"1014","1512236697.459845000","58220","8081"
"1015","1512236697.460496000","58220","8081"
"1016","1512236697.460572000","58220","8081"
"1017","1512236697.461714000","58220","8081"
"1018","1512236697.492630000","8081","58220"
"1019","1512236697.492874000","8081","58220"
"1020","1512236697.694371000","58220","8081"
"1021","1512236699.688147000","58220","8081"
"1022","1512236699.688434000","58220","8081"
"1023","1512236699.688596000","58220","8081"
"1024","1512236699.688851000","8081","58220"
"1025","1512236699.688931000","58220","8081"
"1026","1512236699.689092000","58220","8081"
"1027","1512236699.689251000","58220","8081"
"1028","1512236699.689495000","58220","8081"
"1029","1512236699.689750000","58220","8081"
"1030","1512236699.689906000","58220","8081"
"1031","1512236699.692170000","8081","58220"
"1032","1512236699.948114000","58220","8081"
"1033","1512236699.948163000","58220","8081"
"1034","1512236699.948243000","58220","8081"
"1035","1512236699.948946000","58220","8081"
"1036","1512236699.949025000","58220","8081"
"1037","1512236699.949099000","58220","8081"
"1038","1512236699.949147000","58220","8081"
"1039","1512236699.949236000","58220","8081"
"1040","1512236699.949309000","58220","8081"
"1041","1512236699.949359000","8081","58220"
"1042","1512236699.949365000","8081","58220"
"1043","1512236699.950217000","8081","58220"
"1044","1512236700.224201000","58220","8081"
"1045","1512236700.224379000","58220","8081"
"1046","1512236700.224487000","58220","8081"
"1047","1512236700.224697000","58220","8081"
"1048","1512236700.224869000","58220","8081"
"1049","1512236700.224884000","8081","58220"
"1050","1512236700.225066000","58220","8081"
"1051","1512236700.225269000","58220","8081"
"1052","1512236700.225326000","8081","58220"
"1053","1512236700.225386000","58220","8081"
"1054","1512236700.225509000","58220","8081"
"1055","1512236700.225966000","58220","8081"
"1056","1512236700.226086000","58220","8081"
"1057","1512236700.226973000","8081","58220"
"1058","1512236700.488262000","58220","8081"
"1059","1512236700.488591000","58220","8081"
"1060","1512236700.489033000","58220","8081"
"1061","1512236700.489410000","8081","58220"
"1062","1512236700.578913000","8081","58220"
"1063","1512236700.578985000","8081","58220"
"1064","1512236700.796953000","58220","8081"
"1065","1512236700.798276000","58220","8081"
"1066","1512236700.824800000","8081","58220"
"1067","1512236700.824913000","8081","58220"
"1068","1512236700.825281000","8081","58220"
"1069","1512236700.825616000","8081","58220"
"1070","1512236701.041796000","58220","8081"
"1071","1512236701.042042000","58220","8081"
"1072","1512236701.047233000","58220","8081"
"1073","1512236701.047481000","58220","8081"
"1074","1512236701.089138000","8081","58220"
"1075","1512236701.096634000","8081","58220"
"1076","1512236701.100431000","8081","58220"
"1077","1512236701.100795000","8081","58220"
"1078","1512236701.315247000","58220","8081"
"1079","1512236701.321891000","58220","8081"
"1080","1512236701.322001000","58220","8081"
"1081","1512236701.322047000","58220","8081"
"1082","1512236701.322092000","58220","8081"
"1083","1512236701.328059000","58220","8081"
"1084","1512236701.328599000","8081","58220"
"1085","1512236701.364776000","8081","58220"
"1086","1512236701.365997000","8081","58220"
"1087","1512236701.366163000","8081","58220"
"1088","1512236701.366370000","8081","58220"
"1089","1512236701.563306000","58220","8081"
"1090","1512236701.569081000","58220","8081"
"1091","1512236701.569451000","58220","8081"
"1092","1512236701.569529000","58220","8081"
"1093","1512236701.569575000","58220","8081"
"1094","1512236701.569819000","58220","8081"
"1095","1512236701.607594000","8081","58220"
"1096","1512236701.607723000","8081","58220"
"1097","1512236701.608047000","8081","58220"
"1098","1512236701.823624000","58220","8081"
"1099","1512236701.833749000","58220","8081"
"1100","1512236701.833969000","58220","8081"
"1101","1512236701.834906000","58220","8081"
"1102","1512236701.840341000","58220","8081"
"1103","1512236701.879596000","8081","58220"
"1104","1512236701.880122000","8081","58220"
"1105","1512236702.073448000","58220","8081"
"1106","1512236702.073495000","58220","8081"
"1107","1512236702.075625000","58220","8081"
"1108","1512236702.097008000","8081","58220"
"1109","1512236702.097334000","8081","58220"
"1110","1512236702.311400000","58220","8081"
"1111","1512236702.311563000","58220","8081"
"1112","1512236702.314363000","58220","8081"
"1113","1512236702.314415000","58220","8081"
"1114","1512236702.316593000","58220","8081"
"1115","1512236702.355848000","8081","58220"
"1116","1512236702.359340000","8081","58220"
"1117","1512236702.359671000","8081","58220"
"1118","1512236702.556080000","58220","8081"
"1119","1512236702.556199000","58220","8081"
"1120","1512236702.556440000","58220","8081"
"1121","1512236702.556617000","58220","8081"
"1122","1512236702.559277000","8081","58220"
"1123","1512236702.593366000","8081","58220"
"1124","1512236702.593662000","8081","58220"
"1125","1512236702.593936000","8081","58220"
"1126","1512236702.594223000","8081","58220"
"1127","1512236702.811131000","58220","8081"
"1128","1512236702.811186000","58220","8081"
"1129","1512236702.811756000","58220","8081"
"1130","1512236702.811792000","58220","8081"
"1131","1512236702.811829000","58220","8081"
"1132","1512236702.814179000","58220","8081"
"1133","1512236702.856257000","8081","58220"
"1134","1512236702.890368000","8081","58220"
"1135","1512236702.890740000","8081","58220"
"1136","1512236702.891104000","8081","58220"
"1137","1512236703.304955000","8081","58220"
"1138","1512236703.501170000","58220","8081"
"1139","1512236703.719951000","8081","58220"
"1140","1512236703.906433000","58220","8081"
"1141","1512236703.907054000","8081","58220"
"1142","1512236704.097506000","58220","8081"
"1143","1512236704.098216000","8081","58220"
"1144","1512236704.098907000","8081","58220"
"1145","1512236704.289235000","58220","8081"
"1146","1512236704.289372000","58220","8081"
"1147","1512236704.289773000","8081","58220"
"1148","1512236704.290065000","8081","58220"
"1149","1512236704.517396000","58220","8081"
"1150","1512236704.517566000","58220","8081"
"1151","1512236704.517928000","8081","58220"
"1152","1512236704.519202000","58220","8081"
"1153","1512236704.519320000","58220","8081"
"1154","1512236704.712313000","58220","8081"
"1155","1512236704.715587000","58220","8081"
"1156","1512236704.715977000","8081","58220"
"1157","1512236704.762677000","8081","58220"
"1158","1512236704.767826000","8081","58220"
"1159","1512236704.995129000","58220","8081"
"1160","1512236704.995715000","8081","58220"
"1161","1512236705.004083000","58220","8081"
"1162","1512236705.004408000","8081","58220"
"1163","1512236705.228801000","58220","8081"
"1164","1512236705.416183000","8081","58220"
"1165","1512236705.626561000","58220","8081"
"1166","1512236705.626907000","8081","58220"
"1167","1512236705.866889000","58220","8081"
"1168","1512236705.867133000","58220","8081"
"1169","1512236705.869932000","8081","58220"
"1170","1512236705.939902000","8081","58220"
"1171","1512236705.940551000","8081","58220"
"1172","1512236706.133616000","58220","8081"
"1173","1512236706.133659000","58220","8081"
"1174","1512236706.134127000","8081","58220"
"1175","1512236706.326656000","58220","8081"
"1176","1512236706.326730000","58220","8081"
"1177","1512236706.327237000","8081","58220"
"1178","1512236706.531072000","58220","8081"
"1179","1512236706.532944000","58220","8081"
"1180","1512236706.533352000","8081","58220"
"1181","1512236706.674442000","8081","58220"
"1182","1512236706.674714000","8081","58220"
"1183","1512236706.871012000","58220","8081"
"1184","1512236706.872833000","8081","58220"
"1185","1512236706.873446000","58220","8081"
"1186","1512236706.873892000","8081","58220"
"1187","1512236706.914716000","58220","8081"
"1188","1512236706.915070000","8081","58220"
"1189","1512236707.067570000","58220","8081"
"1190","1512236707.067747000","58220","8081"
"1191","1512236707.068033000","58220","8081"
"1192","1512236707.068315000","58220","8081"
"1193","1512236707.104213000","58220","8081"
"1194","1512236707.106723000","58220","8081"
"1195","1512236707.107232000","8081","58220"
"1196","1512236707.150409000","8081","58220"
"1197","1512236707.150542000","8081","58220"
"1198","1512236707.150701000","8081","58220"
"1199","1512236707.371027000","58220","8081"
"1200","1512236707.371104000","58220","8081"
"1201","1512236707.372098000","8081","58220"
"1202","1512236707.372141000","8081","58220"
"1203","1512236707.599953000","58220","8081"
"1204","1512236707.600024000","58220","8081"
"1205","1512236707.600107000","58220","8081"
"1206","1512236707.600493000","8081","58220"
"1207","1512236707.822102000","58220","8081"
"1208","1512236707.822405000","58220","8081"
"1209","1512236707.822910000","8081","58220"
"1210","1512236707.872605000","8081","58220"
"1211","1512236707.884825000","8081","58220"
"1212","1512236708.134817000","58220","8081"
"1213","1512236708.134984000","58220","8081"
"1214","1512236708.136452000","8081","58220"
"1215","1512236708.355228000","58220","8081"
"1216","1512236708.355273000","58220","8081"
"1217","1512236708.355928000","8081","58220"
"1218","1512236708.395987000","58220","8081"
"1219","1512236708.571507000","58220","8081"
"1220","1512236708.573219000","58220","8081"
"1221","1512236708.573374000","8081","58220"
"1222","1512236708.621072000","8081","58220"
"1223","1512236708.621454000","8081","58220"
"1224","1512236708.848217000","58220","8081"
"1225","1512236708.848349000","58220","8081"
"1226","1512236708.848637000","8081","58220"
"1227","1512236708.848949000","8081","58220"
"1228","1512236709.118616000","58220","8081"
"1229","1512236709.118697000","58220","8081"
"1230","1512236709.118776000","58220","8081"
"1231","1512236709.119029000","8081","58220"
"1232","1512236709.166294000","8081","58220"
"1233","1512236709.166664000","8081","58220"
"1234","1512236709.167072000","8081","58220"
"1235","1512236709.393484000","58220","8081"
"1236","1512236709.393844000","8081","58220"
"1237","1512236709.404312000","58220","8081"
"1238","1512236709.404569000","8081","58220"
"1239","1512236709.636438000","58220","8081"
"1240","1512236709.636489000","58220","8081"
"1241","1512236709.636602000","58220","8081"
"1242","1512236709.636965000","8081","58220"
"1243","1512236709.637288000","8081","58220"
"1244","1512236709.834133000","58220","8081"
"1245","1512236709.834179000","58220","8081"
"1246","1512236709.834618000","8081","58220"
"1247","1512236709.844760000","58220","8081"
"1248","1512236710.097581000","58220","8081"
"1249","1512236710.103862000","58220","8081"
"1250","1512236710.104226000","8081","58220"
"1251","1512236710.129541000","8081","58220"
"1252","1512236710.129827000","8081","58220"
"1253","1512236710.339910000","58220","8081"
"1254","1512236710.339951000","58220","8081"
"1255","1512236710.340490000","8081","58220"
"1256","1512236710.609653000","58220","8081"
"1257","1512236710.611542000","58220","8081"
"1258","1512236710.613571000","58220","8081"
"1259","1512236710.613616000","58220","8081"
"1260","1512236710.614115000","8081","58220"
"1261","1512236710.885792000","58220","8081"
"1262","1512236710.887815000","58220","8081"
"1263","1512236710.927475000","8081","58220"
"1264","1512236710.939216000","8081","58220"
"1265","1512236710.939255000","8081","58220"
"1266","1512236711.182112000","58220","8081"
"1267","1512236711.182182000","58220","8081"
"1268","1512236711.182797000","8081","58220"
"1269","1512236711.449060000","58220","8081"
"1270","1512236711.449192000","58220","8081"
"1271","1512236711.449387000","8081","58220"
"1272","1512236711.489065000","58220","8081"
"1273","1512236711.667789000","58220","8081"
"1274","1512236711.668123000","58220","8081"
"1275","1512236711.668973000","8081","58220"
"1276","1512236711.807888000","8081","58220"
"1277","1512236711.808095000","8081","58220"
"1278","1512236711.808266000","8081","58220"
"1279","1512236712.026034000","58220","8081"
"1280","1512236712.026598000","8081","58220"
"1281","1512236712.027752000","58220","8081"
"1282","1512236712.028265000","8081","58220"
"1283","1512236712.244533000","58220","8081"
"1284","1512236712.279278000","58220","8081"
"1285","1512236712.723348000","8081","58220"
"1286","1512236712.981345000","58220","8081"
"1287","1512236712.981625000","58220","8081"
"1288","1512236712.982395000","8081","58220"
"1289","1512236713.037719000","8081","58220"
"1290","1512236713.051260000","8081","58220"
"1291","1512236713.280367000","58220","8081"
"1292","1512236713.280478000","58220","8081"
"1293","1512236713.280532000","58220","8081"
"1294","1512236713.280990000","8081","58220"
"1295","1512236713.281269000","8081","58220"
"1296","1512236713.536892000","58220","8081"
"1297","1512236713.537050000","58220","8081"
"1298","1512236713.538441000","58220","8081"
"1299","1512236713.541674000","8081","58220"
"1300","1512236713.635288000","8081","58220"
"1301","1512236713.635609000","8081","58220"
"1302","1512236713.881333000","58220","8081"
"1303","1512236713.881337000","58220","8081"
"1304","1512236713.881947000","8081","58220"
"1305","1512236713.928431000","58220","8081"
"1306","1512236714.112156000","58220","8081"
"1307","1512236714.112289000","58220","8081"
"1308","1512236714.112408000","58220","8081"
"1309","1512236714.112527000","58220","8081"
"1310","1512236714.114579000","58220","8081"
"1311","1512236714.114734000","58220","8081"
"1312","1512236714.115261000","8081","58220"
"1313","1512236714.149396000","8081","58220"
"1314","1512236714.149483000","8081","58220"
"1315","1512236714.394737000","58220","8081"
"1316","1512236714.394781000","58220","8081"
"1317","1512236714.396245000","8081","58220"
"1318","1512236714.634494000","58220","8081"
"1319","1512236714.634577000","58220","8081"
"1320","1512236714.634827000","58220","8081"
"1321","1512236714.655500000","8081","58220"
"1322","1512236714.655992000","8081","58220"
"1323","1512236714.898179000","58220","8081"
"1324","1512236714.898706000","8081","58220"
"1325","1512236714.900309000","58220","8081"
"1326","1512236714.900385000","58220","8081"
"1327","1512236714.900792000","8081","58220"
"1328","1512236715.112438000","58220","8081"
"1329","1512236715.116749000","58220","8081"
"1330","1512236715.119003000","58220","8081"
"1331","1512236715.149363000","8081","58220"
"1332","1512236715.149656000","8081","58220"
"1333","1512236715.149824000","8081","58220"
"1334","1512236715.413443000","58220","8081"
"1335","1512236715.413491000","58220","8081"
"1336","1512236715.413539000","58220","8081"
"1337","1512236715.414181000","8081","58220"
"1338","1512236715.697490000","58220","8081"
"1339","1512236716.147498000","8081","58220"
"1340","1512236716.384527000","58220","8081"
"1341","1512236716.603150000","8081","58220"
"1342","1512236716.839849000","58220","8081"
"1343","1512236716.840547000","8081","58220"
"1344","1512236717.094725000","58220","8081"
"1345","1512236717.095919000","58220","8081"
"1346","1512236717.136124000","8081","58220"
"1347","1512236717.138496000","8081","58220"
"1348","1512236717.139731000","8081","58220"
"1349","1512236717.369247000","58220","8081"
"1350","1512236717.369696000","8081","58220"
"1351","1512236717.369858000","58220","8081"
"1352","1512236717.372191000","8081","58220"
"1353","1512236717.372235000","8081","58220"
"1354","1512236717.641327000","58220","8081"
"1355","1512236717.641477000","58220","8081"
"1356","1512236717.641814000","8081","58220"
"1357","1512236717.674474000","58220","8081"
"1358","1512236717.949003000","58220","8081"
"1359","1512236717.954278000","58220","8081"
"1360","1512236717.954655000","8081","58220"
"1361","1512236718.009450000","8081","58220"
"1362","1512236718.011853000","8081","58220"
"1363","1512236718.255531000","58220","8081"
"1364","1512236718.255983000","8081","58220"
"1365","1512236718.257098000","58220","8081"
"1366","1512236718.259459000","8081","58220"
"1367","1512236718.473055000","58220","8081"
"1368","1512236718.473099000","58220","8081"
"1369","1512236718.473681000","8081","58220"
"1370","1512236718.481437000","58220","8081"
"1371","1512236718.481485000","58220","8081"
"1372","1512236718.481817000","8081","58220"
"1373","1512236718.729317000","58220","8081"
"1374","1512236718.729392000","58220","8081"
"1375","1512236718.731326000","58220","8081"
"1376","1512236718.736103000","58220","8081"
"1377","1512236718.736489000","8081","58220"
"1378","1512236718.798536000","8081","58220"
"1379","1512236718.801446000","8081","58220"
"1380","1512236719.032069000","58220","8081"
"1381","1512236719.032366000","8081","58220"
"1382","1512236719.033630000","58220","8081"
"1383","1512236719.037430000","58220","8081"
"1384","1512236719.037512000","58220","8081"
"1385","1512236719.037766000","8081","58220"
"1386","1512236719.037813000","8081","58220"
"1387","1512236719.251805000","58220","8081"
"1388","1512236719.252252000","8081","58220"
"1389","1512236719.264042000","58220","8081"
"1390","1512236719.264045000","58220","8081"
"1391","1512236719.264489000","8081","58220"
"1392","1512236719.489805000","58220","8081"
"1393","1512236719.493022000","58220","8081"
"1394","1512236719.493104000","58220","8081"
"1395","1512236719.495071000","58220","8081"
"1396","1512236719.495606000","8081","58220"
"1397","1512236719.534588000","8081","58220"
"1398","1512236719.534681000","8081","58220"
"1399","1512236719.773502000","58220","8081"
"1400","1512236719.773909000","8081","58220"
"1401","1512236719.775355000","58220","8081"
"1402","1512236719.775953000","8081","58220"
"1403","1512236719.808499000","58220","8081"
"1404","1512236719.809809000","8081","58220"
"1405","1512236720.003734000","58220","8081"
"1406","1512236720.003890000","58220","8081"
"1407","1512236720.006102000","58220","8081"
"1408","1512236720.038880000","58220","8081"
"1409","1512236720.216970000","8081","58220"
"1410","1512236720.446482000","58220","8081"
"1411","1512236720.459647000","58220","8081"
"1412","1512236720.471161000","8081","58220"
"1413","1512236720.725182000","8081","58220"
"1414","1512236720.728387000","8081","58220"
"1415","1512236720.938641000","58220","8081"
"1416","1512236720.939099000","8081","58220"
"1417","1512236720.978538000","58220","8081"
"1418","1512236720.978862000","8081","58220"
"1419","1512236721.156123000","58220","8081"
"1420","1512236721.156605000","8081","58220"
"1421","1512236721.159719000","58220","8081"
"1422","1512236721.161180000","8081","58220"
"1423","1512236721.197795000","58220","8081"
"1424","1512236721.198320000","8081","58220"
"1425","1512236721.365656000","58220","8081"
"1426","1512236721.369705000","58220","8081"
"1427","1512236721.389920000","58220","8081"
"1428","1512236721.389999000","58220","8081"
"1429","1512236721.390942000","58220","8081"
"1430","1512236721.391261000","8081","58220"
"1431","1512236721.424331000","8081","58220"
"1432","1512236721.424833000","8081","58220"
"1433","1512236721.641417000","58220","8081"
"1434","1512236721.641951000","8081","58220"
"1435","1512236721.642025000","58220","8081"
"1436","1512236721.642438000","8081","58220"
"1437","1512236721.830639000","58220","8081"
"1438","1512236721.830727000","58220","8081"
"1439","1512236721.831143000","8081","58220"
"1440","1512236722.019922000","58220","8081"
"1441","1512236722.023198000","58220","8081"
"1442","1512236722.055519000","8081","58220"
"1443","1512236722.055734000","8081","58220"
"1444","1512236722.055851000","8081","58220"
